TIC,Sector,Orbit,Start_BTJD,End_BTJD
21011493,64,136,3055.289180388674,3062.21742112888
21011493,64,136,3062.428069277201,3068.029921127949
21112004,64,135,3041.108636408113,3048.1132544633
21112004,64,135,3048.3239026116207,3054.752143351827
21112004,64,135,3054.754458166659,3055.078532240819
21112004,64,136,3055.289180388674,3062.21742112888
21112004,64,136,3062.428069277201,3068.029921127949
21540586,5,17,1437.97971276287,1450.1880460991524
21540586,5,18,1451.563046099618,1464.2713678628206
21540586,6,19,1468.2713678642176,1477.0213678670116
21540586,6,20,1478.1047012005,1490.0421896306798
21540586,32,71,2174.222455819603,2185.9377220263705
21540586,32,72,2186.9446664713323,2200.2293886975385
21540586,33,73,2201.729388698004,2213.86132157268
21540586,33,74,2215.430766017642,2227.5696549103595
21627442,6,19,1468.2713678642176,1477.0213678670116
21627442,6,20,1478.1047012005,1490.0421896306798
21717652,5,17,1437.97971276287,1450.1880460991524
21717652,5,18,1451.563046099618,1464.2713678628206
22507789,10,27,1569.4379882598296,1581.771321593318
22507789,10,28,1582.771321593318,1595.667143351864
22766740,7,21,1491.625522964634,1503.0213563013822
22766740,7,22,1504.7088563023135,1516.0838447315618
22766740,8,23,1517.354678065516,1529.0630114017986
22766740,8,24,1530.2713447352871,1531.7296780692411
22766740,8,24,1535.0005114031956,1542.0004998305812
22766740,61,129,2962.7938563008797,2969.3332081544213
22766740,61,129,2969.543856302742,2975.1966225081123
22766740,61,130,2975.407270656433,2982.1896780659445
22766740,61,130,2982.400326214265,2988.2244002898224
22959701,38,83,2333.854319276754,2346.3334859414026
22959701,38,84,2347.2987637189217,2360.5487521416508
22970720,7,21,1491.625522964634,1503.0213563013822
22970720,7,22,1504.7088563023135,1516.0838447315618
22970720,8,23,1517.354678065516,1529.0630114017986
22970720,8,24,1530.2713447352871,1531.7296780692411
22970720,8,24,1535.0005114031956,1542.0004998305812
22970720,34,75,2228.750210466329,2240.902976674028
22970720,34,76,2241.9863100075163,2254.062698900234
22970720,61,129,2962.7938563008797,2969.3332081544213
22970720,61,129,2969.543856302742,2975.1966225081123
22970720,61,130,2975.407270656433,2982.1896780659445
22970720,61,130,2982.400326214265,2988.2244002898224
22998652,43,93,2474.166761370376,2486.1250831289217
22998652,43,94,2487.180638684425,2498.888972017914
22998652,44,95,2500.1875831289217,2511.7223053518683
22998652,44,96,2513.2014604443684,2519.4167382232845
22998652,44,96,2519.4236826677807,2524.4375715572387
23076771,43,93,2474.166761370376,2486.1250831289217
23076771,43,94,2487.180638684425,2498.888972017914
23076771,44,95,2500.1875831289217,2511.7223053518683
23076771,44,96,2513.2014604443684,2519.4167382232845
